id,messages,human_response
632,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sentimental. Situation: I always get sad when memories of my dad come in mind. he passed away few years ago""}, {""role"": ""user"", ""content"": ""I always feel sad when i think about my dad_comma_ he passed away few years back""}, {""role"": ""assistant"", ""content"": ""Oh god.. so sorry to hear that. May i ask how did it happen?""}, {""role"": ""user"", ""content"": ""He had lung cancer..""}]",Sorry.. Hopefully he is at a better place now.
633,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling faithful. Situation: My friends say that my girl is cheating behind my back. But i have so much trust in her to doubt her for one second""}, {""role"": ""user"", ""content"": ""My friends are saying my girlfriend is cheating behind my back_comma_ but i trust her""}, {""role"": ""assistant"", ""content"": ""Aww_comma_ such a nice boyfriend in this day and age! She is so lucky.""}, {""role"": ""user"", ""content"": ""May be. But i have known her all my life_comma_ she would die before going behind my back""}]",I assure you she is a keeper. Marry her buddy!
634,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling confident. Situation: I will accomplish all my monetary goals for this month.  I've dedicated more time to earn more mone.""}, {""role"": ""user"", ""content"": ""I have a lot of stuff coming up due this month.  I also have a lot of purchasing goals as well.  I am confident I will be able to meet all of them.""}, {""role"": ""assistant"", ""content"": ""Good_comma_ I hope you make the ends meet""}, {""role"": ""user"", ""content"": ""That's the plan_comma_ I've signed up for a bunch of double shifts.  Fingers crossed.""}]",I wish you the best of luck_comma_ you will be fine!
635,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling excited. Situation: I was thrilled to get to see Hamilton. I was so much looking forward to it""}, {""role"": ""user"", ""content"": ""I was so thrilled to get to see Hamilton_comma_ i was really looking forward to it""}, {""role"": ""assistant"", ""content"": ""Who is hamilton?""}, {""role"": ""user"", ""content"": ""It is the broadway show_comma_ by Lin manuel miranda""}]",Oh okay_comma_ did you see it in NYC?
636,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling caring. Situation: My dog started walking again after an accident last week. So happy to see her getting back on her feet.""}, {""role"": ""user"", ""content"": ""My dog started walking again after an accident she had""}, {""role"": ""assistant"", ""content"": ""That is good to hear.  I am sorry to hear she was hurt. What happened?""}, {""role"": ""user"", ""content"": ""She fell down from the first floor..""}]",Ouch.  What kind of dog?
637,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling nostalgic. Situation: I used to be a part of the dance creq""}, {""role"": ""user"", ""content"": ""I used to be a member of a very cool dance crew. I miss those days""}, {""role"": ""assistant"", ""content"": ""I'm not a very good dancer.  What kind of dancing did you do?""}, {""role"": ""user"", ""content"": ""mostly hip hop. We were travelling and battling with other teams. It was really fun""}]",Oh wow_comma_ that does sound fun
638,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling confident. Situation: I want to participate in a bodybuilding contest""}, {""role"": ""user"", ""content"": ""i wan to participate in a bodybuilding contest! I'm sure i will win it!""}, {""role"": ""assistant"", ""content"": ""Well_comma_ if you are willing to try steroids_comma_ then you might have a chance of winning. Without it_comma_ it is impossible to even participate""}, {""role"": ""user"", ""content"": ""That's not true! I'm actually vegan and I don't make steroids and I looks pretty amazing. I don't need to use none to participate or win""}]",Well in those contests_comma_ you have to be really pumped and by just fruits and vegetables_comma_ it is very unlikely
640,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling lonely. Situation: I feel alone whenever i think about my dad.. He passed away last year.""}, {""role"": ""user"", ""content"": ""i feel alone whenever i think about my dad_comma_ he passed away last year""}, {""role"": ""assistant"", ""content"": ""I'm so sorry.  You have my deepest condolences. Its hard to not feel isolation with the death of someone you are close to.  I can tell you it does get better and you are not alone.  He lives on in you.""}, {""role"": ""user"", ""content"": ""yeah.. i know.. memories still haunt though..""}]",Take joy and pride in the memories you have of him.  They are your personal family movies in your mind.  Cherish them because not everyone gets them with their parents.  Its good to find support and counseling too if you need it. Take care of yourself.
641,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling anxious. Situation: I was really nervous when my girlfriend asked me to meet her parents. I was so close to running away!""}, {""role"": ""user"", ""content"": ""I was really nervous when my girl asked me to meet her parents""}, {""role"": ""assistant"", ""content"": ""Yeah_comma_ i know that feeling. how did you handle it?""}, {""role"": ""user"", ""content"": ""I was really close to running away_comma_ but i somehow managed to pull it off""}]",Good for you buddy  happy for ya
642,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling jealous. Situation: My friend lives in a big house""}, {""role"": ""user"", ""content"": ""my friend bought a big house and i'm happy for her but at the same time i'm a little bit jealous""}, {""role"": ""assistant"", ""content"": ""Big houses are a pain in the neck to keep clean.""}, {""role"": ""user"", ""content"": ""true_comma_ but there is so much space for her kid to run and play at and I live in a tiny apartment with my son""}]",It does have its benefits.
